,line_text,spans,x0,y0,x1,y1,page,x0_type,x1_type,label
3447,(R.L.F. pp. 631-634; E.G. pp. 633-638),['(R.L.F. pp. 631-634; E.G. pp. 633-638)'],113.0,295.51,259.73,304.81,66,2,1,end
3448,Dec. 4 Order of the Federal Council to issue measures for the prevention,"['Dec. 4', 'Order of the Federal Council to issue measures for the prevention']",65.0,311.36,371.55,321.33,66,1,2,start
3449,of silicosis in the construction of tunnels and galleries and in mines.,['of silicosis in the construction of tunnels and galleries and in mines.'],112.0,319.58,372.78,329.18,66,2,2,middle
3450,(R.L.F. pp. 761-771; E.G. pp. 763-774) Switz. 1,"['(R.L.F. pp. 761-771; E.G. pp. 763-774)', 'Switz. 1']",113.0,327.73,372.81,337.53,66,2,2,middle
3451,"Dec. 15 Resolutions to supplement (1) the Resolution [of 27th June, 1944]","['Dec. 15', 'Resolutions to supplement (1) the Resolution [of 27th June, 1944]']",65.0,343.83,371.15,353.63,66,1,2,start
3452,respecting the allocation of manpower to constructional work of,['respecting the allocation of manpower to constructional work of'],112.0,351.63,373.75,361.83,66,2,2,middle
3453,national importance (compulsory sickness insurance) and (2) the,['national importance (compulsory sickness insurance) and (2) the'],112.0,359.91,373.14,370.01,66,2,2,middle
3454,Resolution [of 22nd April 1944] respecting the allocation of man,['Resolution [of 22nd April 1944] respecting the allocation of man'],112.0,367.96,369.65,377.86,66,2,2,middle
3455,power to agriculture (compulsory sickness insurance). (R.L.F.,"['power', 'to', 'agriculture', '(compulsory', 'sickness', 'insurance).', '(R.L.F.']",112.0,376.61,372.54,386.08,66,2,2,middle
3456,pp. 811-813; E.G. pp. 809-812),['pp. 811-813; E.G. pp. 809-812)'],111.0,384.71,228.27,394.01,66,2,1,end
3457,Dec. 22 Resolution of the Federal Council to repeal section 9 of the,"['Dec. 22', 'Resolution of', 'the Federal', 'Council', 'to', 'repeal', 'section', '9 of the']",65.0,399.36,372.35,411.26,66,1,2,start
3458,"Resolution [of 13th September, 1940] for the protection of workers","['Resolution [of 13th September, 1940] for the protection of workers']",112.0,408.91,372.79,418.61,66,2,2,middle
3459,liable to military service141. (R.L.F. p. 895; E.G. p. 893),"['liable to military service141.', '(R.L.F. p. 895; E.G. p. 893)']",112.0,417.16,335.0,427.06,66,2,1,end
3460,TUNIS,['TUNIS'],56.0,433.11,90.45,444.81,66,0,0,country
3461,"Aug. 3 Decree to amend the Decree of 8th September, 1943, to set up a","['Aug. 3', 'Decree to amend the Decree of 8th September, 1943, to set up a']",65.0,451.53,372.6,461.73,66,1,2,start
3462,Labour Committee [composition of committee]. (Journal officiel,"['Labour Committee [composition of committee].', '(Journal officiel']",111.0,459.66,372.94,469.86,66,2,2,middle
3463,"tunisien, 8th August, 1944, No. 64, p. 869)","['tunisien, 8th August, 1944, No. 64, p. 869)']",111.0,468.26,273.82,477.76,66,2,1,end
3464,Aug. 17 Decree to amend [section,"['Aug. 17', 'Decree to amend [section']",65.0,484.01,214.93,494.11,66,1,1,other
3465,"1 of] the Decree of 14th November,","['1', 'of]', 'the Decree of 14th November,']",222.0,484.13,372.78,494.33,66,-1,2,other
3466,"1940, respecting supervision of dismissals in industrial and commer","['1940, respecting supervision of dismissals in industrial and commer']",112.0,492.56,370.33,502.06,66,2,2,middle
3467,"cial establishments. (Journal officiel tunisien, 22nd August, 1944,","['cial establishments.', '(Journal officiel', 'tunisien, 22nd August, 1944,']",111.0,500.61,373.09,510.31,66,2,2,middle
3468,"No. 68, pp. 951-952)","['No. 68, pp. 951-952)']",112.0,508.88,192.52,518.48,66,2,0,end
3469,R.L.F. = Recueil des lois,"['R.L.F. =', 'Recueil', 'des lois']",64.0,526.18,166.77,536.98,66,1,0,other
3470,E.G. Eidgenössische,"['E.G.', 'Eidgenössische']",65.0,537.55,154.11,546.66,66,1,0,other
3471,"see also Orders of 19th September, 1941, 24th February, 1942, and 26th January,","['see also Orders of 19th September, 1941, 24th February, 1942, and 26th January,']",56.0,563.51,370.93,573.21,66,0,2,other
3472,1943. — L.S. 1941 (Switz. 1). — '° L.S. 1940 (Switz. 1).,"['1943. —', 'L.S.', '1941 (Switz. 1). —', ""'° L.S."", '1940 (Switz. 1).']",56.0,570.53,285.93,581.21,66,0,1,other
3473,"141L.S. 1940 (Switz. 5, B).","['141L.S. 1940 (Switz. 5, B).']",64.0,579.83,167.66,589.23,66,1,0,other
3474,— 87 — II,"['— 87', '—', 'II']",155.0,50.59,329.26,60.75,67,-1,2,other
3475,UNION OF SOUTH AFRICA,['UNION OF SOUTH AFRICA'],13.0,68.79,152.64,80.19,67,0,0,country
3476,"Feb. 25 Proclamation No. 49, to make a regulation respecting the Work","['Feb. 25', 'Proclamation No. 49, to make a regulation respecting the Work']",22.0,83.97,324.11,94.07,67,1,1,other
3477,"men's Compensation Act, No. 30 of seamen employed on","[""men's Compensation Act, No. 30 of"", 'seamen employed on']",68.0,92.42,328.21,102.32,67,2,2,middle
3478,Union ships. War Measure No. 15 of 1944. (G.G. 10th March.,"['Union ships.', 'War Measure No. 15 of 1944.', '(G.G. 10th March.']",68.0,100.27,327.93,110.37,67,2,2,middle
3479,"1944, Vol. CXXXV, No. 3313, p. i)","['1944, Vol. CXXXV, No. 3313, p.', 'i)']",69.0,108.82,208.01,118.32,67,2,1,end
3480,Mar. 7 Proclamation No. 57: amendment of regulations [made by \Var,"['Mar. 7', 'Proclamation No. 57: amendment of regulations [made by \\Var']",22.0,124.62,328.61,134.92,67,1,2,start
3481,Measure No. 6 of 19411 relating to the control of industrial man,['Measure No. 6 of 19411 relating to the control of industrial man'],68.0,132.87,327.76,142.97,67,2,2,middle
3482,"power. War No. 18 of 1944. (G.G. 17th March, 1944,","['power.', 'War', 'No. 18 of 1944.', '(G.G. 17th March, 1944,']",67.0,141.14,328.18,151.14,67,2,2,middle
3483,"Vol. CXXXV, No. 3315, pp. iii-iv)","['Vol. CXXXV, No. 3315, pp. iii-iv)']",67.0,149.62,200.52,159.12,67,2,1,end
3484,Mar. 24 Government Notice No. 460: Registration Regulations framed,"['Mar. 24', 'Government', 'Notice', 'No. 460:', 'Registration', 'Regulations', 'framed']",22.0,163.49,328.05,173.69,67,1,2,start
3485,"under section 23 (1) of the Natives (Urban Areas) Act, 1923","['under section 23', '(1)', 'of the Natives (Urban Areas)', 'Act,', '1923']",68.0,171.32,328.4,182.02,67,2,2,middle
3486,"(No. 21 of 1923), as amended [Chap. 1: control and protection","['(No. 21 of', '1923), as amended [Chap. 1: control and protection']",68.0,179.82,327.92,190.12,67,2,2,middle
3487,of natives in the proclaimed area; Chap. II: medical examination,['of natives in the proclaimed area; Chap. II: medical examination'],67.0,188.07,327.31,198.17,67,2,2,middle
3488,and medical supervision of natives in the proclaimed area: Chap. III:,['and medical supervision of natives in the proclaimed area: Chap. III:'],67.0,196.92,327.93,206.42,67,2,2,middle
3489,"establishment, management and control of accommodation for natives","['establishment, management and control of accommodation for natives']",68.0,205.04,326.59,214.24,67,2,2,middle
3490,"seeking employment in the proclaimed area]. (G.G. 24th March,","['seeking employment in the proclaimed area].', '(G.G. 24th March,']",67.0,212.59,328.41,222.62,67,2,2,middle
3491,"1944, Vol. CXXXV, No. 3317, pp. 423-437)","['1944, Vol. CXXXV, No. 3317, pp. 423-437)']",68.0,221.29,236.66,230.69,67,2,1,end
3492,"May 30 Act to amend the Natives (Urban Areas) Act, 1923, the Natives","['May 30', 'Act to amend the Natives (Urban Areas) Act, 1923, the Natives']",21.0,236.99,326.91,247.19,67,1,2,start
3493,"Taxation and Development Act, 1925, the Native Administration","['Taxation and Development Act,', '1925, the Native Administration']",67.0,245.19,327.85,255.19,67,2,2,middle
3494,"Act, 1927, the Native Service Contract Act, 1932143, and the Private","['Act, 1927, the Native Service Contract Act, 1932143, and the Private']",68.0,253.89,328.55,263.29,67,2,2,middle
3495,"Location Act, 1909 (Cape of Good Hope) ; to control the sale or","['Location Act, 1909 (Cape of Good Hope) ;', 'to control the sale or']",67.0,261.04,327.5,271.49,67,2,2,middle
3496,"supply of certain grain to, and the purchase, acquisition and","['supply', 'of', 'certain', 'grain', 'to,', 'and the', 'purchase,', 'acquisition and']",67.0,269.09,328.22,279.69,67,2,2,middle
3497,"possession thereof by, natives in areas near urban areas, and to","['possession thereof by, natives in areas near urban areas, and to']",67.0,277.34,327.51,287.74,67,2,2,middle
3498,make provision for the designation of certain local government,"['make provision for', 'the designation of certain local government']",67.0,285.64,327.05,295.89,67,2,2,middle
3499,bodies as urban local authorities for the purposes of certain provi,['bodies as urban local authorities for the purposes of certain provi'],67.0,294.12,324.35,304.02,67,2,2,middle
3500,sions of Act No. 21 of 1923. No. 36 of 1944. Native Laws Amend,['sions of Act No. 21 of 1923. No. 36 of 1944. Native Laws Amend'],67.0,302.37,323.75,312.07,67,2,2,middle
3501,"ment Act, 1944.","['ment Act, 1944.']",67.0,310.49,127.57,319.89,67,2,0,end
3502,30 Act to regulate the training and employment of apprentices and,"['30', 'Act to', 'regulate the training and employment of apprentices and']",41.0,326.37,327.05,336.47,67,-1,2,other
3503,"minors in certain trades, and to provide for matters incidental","['minors in', 'certain', 'trades, and to provide for matters incidental']",67.0,334.09,327.17,344.69,67,2,2,middle
3504,"thereto. No. 37 of 1944. Apprenticeship Act, 1944. S.A. 1","['thereto.', 'No. 37 of', '1944.', 'Apprenticeship Act, 1944.', 'S.A. 1']",67.0,342.22,327.26,352.94,67,2,2,middle
3505,June 1 Act to promote the civil employment of persons who have rendered,"['June 1', 'Act to promote the civil employment of persons who have rendered']",20.0,359.34,326.69,368.94,67,1,2,start
3506,military or other war service and to provide for matters incidental,['military or other war service and to provide for matters incidental'],66.0,367.32,325.55,377.22,67,2,2,middle
3507,thereto. No. 40 of 1944. Soldiers and War Workers Employment,"['thereto.', 'No. 40 of 1944.', 'Soldiers and War Workers Employment']",66.0,375.49,327.32,385.29,67,2,2,middle
3508,"Act, 1944. S.A. 2","['Act, 1944.', 'S.A. 2']",66.0,383.97,326.02,393.92,67,2,2,middle
3509,"June 6 Act to amend the War Special Pensions Act, 1919, the Old Age","['June 6', 'Act to amend the War Special Pensions Act, 1919, the Old Age']",19.0,397.49,325.21,407.69,67,1,2,start
3510,"Pensions Act, 19281, the Blind Persons Act, 1936, the War Pensions","['Pensions Act, 19281, the Blind Persons Act, 1936, the War Pensions']",66.0,406.22,327.24,415.72,67,2,2,middle
3511,"Act, 1941, and the War Pensions Act, 1942, No. 48 of 1944.","['Act,', '1941, and the War Pensions Act,', '1942,', 'No. 48 of', '1944.']",67.0,413.49,327.1,424.49,67,2,2,middle
3512,"Pension Laws Amendment Act, 1944.","['Pension Laws Amendment Act, 1944.']",66.0,422.59,209.08,431.99,67,2,1,end
3513,June 7 Act to provide for the disposal of certain surplus State revenues,"['June 7', 'Act to provide for the disposal of certain surplus State revenues']",19.0,436.19,325.49,446.39,67,1,2,start
3514,and surplus revenues of the Railway and Harbour Trust Fund:,['and surplus revenues of the Railway and Harbour Trust Fund:'],66.0,444.07,325.83,454.57,67,2,2,middle
3515,to provide for a contribution out of profits derived under section,['to provide for a contribution out of profits derived under section'],66.0,452.69,327.76,462.89,67,2,2,middle
3516,"two of the Finance Act, 1940, towards an increase in the wages of","['two of the Finance Act, 1940, towards an increase in the wages of']",66.0,461.12,327.19,471.02,67,2,2,middle
3517,native mine labourers;,['native mine labourers;'],66.0,468.97,152.75,478.67,67,2,0,end
3518,. . . to waive certain conditions attaching,"['.', '.', '.', 'to', 'waive certain conditions attaching']",159.0,469.39,327.18,479.19,67,-1,2,other
3519,to grants made under the rural housing and rehabilitation scheme.,['to grants made under the rural housing and rehabilitation scheme.'],66.0,477.12,325.56,487.02,67,2,2,middle
3520,"No. 46 of 1944. Finance Act, 1944.","['No. 46 of 1944.', 'Finance Act, 1944.']",66.0,485.77,204.01,495.07,67,2,1,end
3521,July 28 Proclamation No. 159: regulations for the protection of Union,"['July 28', 'Proclamation No. 159:', 'regulations for the protection of Union']",19.0,501.47,326.44,511.97,67,1,2,start
3522,merchant seamen against diseases in foreign countries. War Mea,"['merchant seamen against diseases in foreign countries.', 'War Mea']",66.0,510.04,323.1,520.11,67,2,2,middle
3523,"sure No. of 1944. (G.G. 4th August, 1944, Vol. CXXXVII, No.","['sure No.', 'of 1944.', '(G.G. 4th August, 1944, Vol. CXXXVII, No.']",66.0,518.04,326.12,528.04,67,2,2,middle
3524,"3376, pp. u-ui)","['3376, pp. u-ui)']",66.0,526.09,121.87,535.49,67,2,0,end
3525,G.G. = The Union of South Africa Government Gazette.,"['G.G. =', 'The', 'Union of South Africa Government Gazette.']",19.0,543.84,242.63,554.24,67,1,1,other
3526,"""2L.S. 1941 (S.A. 2). — ""'L.S. 1932 (S.A. 1).","['""2L.S. 1941 (S.A. 2). —', '""\'L.S.', '1932 (S.A. 1).']",20.0,566.72,199.52,576.99,67,1,1,other
3527,1928 (S.A. 1): amendments: L.S. 1931 (S.A. 3); 1937 (S.A. 2); 1943,['1928 (S.A. 1): amendments: L.S. 1931 (S.A. 3); 1937 (S.A. 2); 1943'],49.0,575.47,325.9,585.57,67,-1,2,other
3528,"(Indexes I,","['(Indexes I,']",13.0,582.99,54.9,592.79,67,0,0,country
3529,p.,['p.'],60.0,586.69,65.25,593.69,67,-1,0,other
3530,"14, Act No. 33 of 1943).","['14, Act No. 33 of 1943).']",72.0,583.42,169.34,593.32,67,-1,0,other
3531,1041—Indexes H — 68 —,"['1041—Indexes H', '— 68', '—']",60.0,52.62,233.9,61.8,68,0,1,other
3532,Aug. 2 Proclamation No. 162: amendment of regulations relating to the,"['Aug.', '2', 'Proclamation No. 162: amendment of regulations relating to the']",68.0,85.07,376.92,95.27,68,1,2,start
3533,"settlement of labour disputes [made by War Measure No. 9 of 1942,","['settlement of labour disputes [made by War Measure No. 9 of 1942,']",116.0,93.7,374.83,103.2,68,2,2,middle
3534,"Proclamation No. 21 of 1942, dated 28th January, 1942] [definition","['Proclamation No. 21 of 1942, dated 28th January, 1942] [definition']",116.0,101.82,375.17,111.42,68,2,2,middle
3535,"of arbitrator]. (G.G. 4th August, 1944, Vol. CXXXVII, No. 3376,","['of arbitrator].', '(G.G. 4th August, 1944, Vol. CXXXVII, No. 3376,']",116.0,109.62,375.05,119.62,68,2,2,middle
3536,p.iv),['p.iv)'],115.0,116.75,136.77,128.45,68,2,0,end
3537,Sept. 15 Proclamation No. 193: amendment of regulations relating to the,"['Sept. 15', 'Proclamation No. 193: amendment of regulations relating to the']",69.0,131.37,377.92,141.97,68,1,2,start
3538,settlement of labour disputes [made by War Measure No. 9 of,['settlement of labour disputes [made by War Measure No. 9 of'],117.0,139.25,376.82,149.75,68,2,2,middle
3539,"1942, Proclamation No. 21 of 1942, as amended]. War Measure","['1942, Proclamation No. 21 of 1942, as amended].', 'War Measure']",117.0,147.65,376.51,157.8,68,2,2,middle
3540,"No. 77 of 1944. (G.G. 22nd September, 1944, Vol. CXXXVII,","['No. 77 of 1944.', '(G.G. 22nd September, 1944, Vol. CXXXVII,']",117.0,155.72,377.25,166.3,68,2,2,middle
3541,"No. 3395, p. ii)","['No. 3395, p. ii)']",116.0,164.35,175.28,174.05,68,2,0,end
3542,Sept. 30 Proclamation No. 201: amendment of regulations relating to the,"['Sept. 30', 'Proclamation No. 201: amendment of regulations relating to the']",69.0,177.67,376.92,188.27,68,1,2,start
3543,settlement of labour disputes [made by War Measure No. 9 of,['settlement of labour disputes [made by War Measure No. 9 of'],116.0,185.65,375.82,196.15,68,2,2,middle
3544,"1942, Proclamation No. 21 of 1942 as amended] [definition of","['1942, Proclamation No. 21 of 1942 as amended]', '[definition of']",117.0,193.97,375.4,204.17,68,2,2,middle
3545,strike and lockout]. War Measure No. 81 of 1944. (G.G. 6th Octo-,"['strike and lockout].', 'War Measure No. 81 of 1944.', '(G.G. 6th Octo-']",117.0,202.7,376.62,212.35,68,2,2,middle
3546,"ber, 1944, Vol. CXXXVIII, No. 3400, p. i)","['ber, 1944, Vol. CXXXVIII, No. 3400, p. i)']",116.0,210.65,282.49,220.35,68,2,1,end
3547,Oct. 3 Proclamation No. 202: amendment of regulations relating to the,"['Oct. 3', 'Proclamation No. 202: amendment of regulations relating to the']",69.0,224.27,377.92,234.8,68,1,2,start
3548,settlement of labour disputes [amends War Measure No. 145 of,['settlement of labour disputes [amends War Measure No. 145 of'],116.0,232.17,374.92,242.37,68,2,2,middle
3549,"1942, Proclamation No. 318 of 1942: definition of ""arbitrator"";","['1942, Proclamation No. 318 of 1942:', 'definition of ""arbitrator"";']",117.0,240.45,376.37,250.55,68,2,2,middle
3550,decision of majority to be deemed to be award of arbitrator].,['decision of majority to be deemed to be award of arbitrator].'],116.0,248.1,374.82,258.8,68,2,2,middle
3551,"War Measure No. 82 of 1944. (G.G. 6th October, 1944, Vol.","['War Measure No. 82 of 1944.', '(G.G. 6th', 'October,', '1944,', 'Vol.']",117.0,256.4,375.88,267.1,68,2,2,middle
3552,"CXXXVIII, No. 3400, p. i-u)","['CXXXVIII, No. 3400, p. i-u)']",116.0,265.15,229.68,274.85,68,2,1,end
3553,UNION OF SOVIET SOCIALIST REPUBLICS (U.S.S.R.),['UNION OF SOVIET SOCIALIST REPUBLICS (U.S.S.R.)'],60.0,281.0,345.27,292.9,68,0,1,other
3554,July 8 Decree of the Presidential Board -of the Supreme Council of the,"['July 8', 'Decree of the Presidential Board -of the Supreme Council of the']",68.0,298.95,375.74,309.17,68,1,2,start
3555,"U.S.S.R. to increase State aid for pregnant women, mothers of","['U.S.S.R. to increase State aid for pregnant women, mothers of']",116.0,306.92,375.39,317.32,68,2,2,middle
3556,"large families and unmarried mothers, to extend the system of","['large families and unmarried mothers, to extend the system of']",116.0,314.75,376.13,325.25,68,2,2,middle
3557,"maternity and child welfare, and to institute the honorary title of","['maternity and child welfare, and to institute the honorary title of']",116.0,322.95,375.48,333.05,68,2,2,middle
3558,"""Mother Heroine"", the Order of ""Glory of Motherhood"" and the","['""Mother Heroine"", the Order of ""Glory of Motherhood"" and the']",116.0,331.07,375.69,341.27,68,2,2,middle
3559,"""Motherhood Medal"". Extracts: U.S.S.R. 1","['""Motherhood Medal"".', 'Extracts: U.S.S.R. 1']",116.0,339.32,376.56,349.32,68,2,2,middle
3560,July 20 Decree of the Presidential Board of the Central Federal Council of,"['July 20', 'Decree of the Presidential Board of the Central Federal Council of']",69.0,355.77,376.19,365.92,68,1,2,start
3561,"Trade Unions, concerning the work of Trade Organisations for","['Trade Unions, concerning the work of Trade Organisations for']",116.0,363.52,376.8,373.92,68,2,2,middle
3563,the application of the Decree of the Presidential Board of the,['the application of the Decree of the Presidential Board of the'],116.0,371.5,376.31,382.2,68,2,2,middle
3564,"Supreme Committee, of 8th July, 1944, to increase State aid for","['Supreme Committee, of 8th July, 1944, to increase State aid for']",116.0,379.97,375.79,390.17,68,2,2,middle
3565,"pregnant women, mothers of large families and unmarried mothers,","['pregnant women, mothers of large families and unmarried mothers,']",117.0,388.32,376.15,397.92,68,2,2,middle
3566,"to extend the system of maternity and child welfare, and to institute","['to extend the system of maternity and child welfare, and to institute']",116.0,396.52,375.17,406.12,68,2,2,middle
3567,"the honorary title of ""Mother Heroine"", the Order of ""Glory of","['the honorary title of ""Mother Heroine"", the Order of ""Glory of']",116.0,404.12,375.1,414.52,68,2,2,middle
3568,"Motherhood"" and the ""Motherhood Medal"". (Trud, 21st July, 1944)","['Motherhood"" and the ""Motherhood Medal"".', '(Trud, 21st July, 1944)']",117.0,413.05,375.58,422.35,68,2,2,middle
3569,Aug. 18 Regulations concerning the method of allocation and payment of,"['Aug. 18', 'Regulations concerning the method of allocation and payment of']",69.0,426.72,376.41,436.8,68,1,2,start
3570,"allowances and granting of concessions to pregnant women, mothers","['allowances and granting of concessions to pregnant women, mothers']",116.0,435.2,377.47,444.7,68,2,2,middle
3571,"of large families and unmarried mothers. (Trud, 19th August,","['of large families and unmarried mothers.', '(Trud, 19th August,']",117.0,442.72,376.23,453.12,68,2,2,middle
3572,1944),['1944)'],117.0,453.0,135.43,460.9,68,2,0,end
3573,UNITED KINGDOM OF GREAT BRITAIN,['UNITED KINGDOM OF GREAT BRITAIN'],61.0,465.47,275.99,477.27,68,0,1,other
3574,AND NORTHERN IRELAND,['AND NORTHERN IRELAND'],60.0,477.67,207.48,489.47,68,0,0,country
3575,"Jan. 1 Coal Mining (Training and Medical Examination) Order, 1944.","['Jan. 1', 'Coal Mining (Training and Medical Examination) Order,', '1944.']",69.0,493.4,376.88,503.85,68,1,2,start
3576,"SR. & 0. No. 7, II, pp. 330-337. I.S.S. Vol. XX, No.2, p. 61","['SR. & 0. No. 7, II, pp. 330-337.', 'I.S.S. Vol. XX, No.2, p. 61']",117.0,501.87,376.52,512.07,68,2,2,middle
3577,"Jan. 25 -National Health Insurance (Navy, Army and Air Force) Amendment","['Jan. 25', '-National Health Insurance (Navy, Army and Air Force) Amendment']",68.0,516.17,374.78,525.92,68,1,2,start
3578,"Regulations, 1944 [amendment of S.R. & 0. 1939 (No. 1467) II,","['Regulations, 1944 [amendment of S.R. & 0. 1939 (No. 1467) II,']",116.0,524.04,375.22,534.15,68,2,2,middle
3579,"p. 2245, as amended]. S.R. & 0. No. 166, I, pp. 470-471.","['p. 2245, as amended].', 'S.R. & 0. No. 166, I, pp. 470-471.']",116.0,532.2,343.03,542.17,68,2,1,end
3580,"Feb. 18 National Health Insurance (Dental Benefit) Amendment Regulations,","['Feb. 18', 'National Health Insurance (Dental Benefit) Amendment Regulations,']",69.0,546.67,376.8,556.27,68,1,2,start
3581,"1944 [amends S.R. & 0. 1938, No. 1466, II, p. 2453]. S.R. & 0.","['1944 [amends S.R. & 0. 1938, No. 1466, II, p. 2453].', 'S.R. & 0.']",116.0,554.37,375.76,564.97,68,2,2,middle
3582,"No. 220, I, pp. 493-497.","['No. 220, I, pp. 493-497.']",116.0,563.2,207.56,572.7,68,2,0,end
3583,G.G. = The Union of South Africa Government Gazette.,['G.G. = The Union of South Africa Government Gazette.'],68.0,581.22,293.87,591.22,68,1,1,other
3584,— 1944—In4lexes,"['—', '1944—In4lexes']",178.0,53.51,316.64,61.21,69,-1,1,other
3585,"Feb. 25 O.C. adding Regulation 47AF to, and amending Regulation 48A","['Feb. 25', 'O.C. adding Regulation 47AF to, and amending Regulation 48A']",20.0,86.31,326.63,96.41,69,0,2,other
3586,"of, and the Third Schedule to, the Defence (General) Regulations,","['of, and the Third Schedule to, the Defence (General) Regulations,']",66.0,94.66,326.64,104.56,69,1,2,start
3587,1939: against disease amongst seamen abroad. S.R.,"['1939:', 'against disease amongst seamen abroad.', 'S.R.']",66.0,102.48,326.16,112.48,69,1,2,start
3588,"& 0. No. 183, II, pp. 11-12.","['& 0. No. 183,', 'II,', 'pp.', '11-12.']",67.0,110.71,180.63,122.01,69,1,1,other
3589,Mar. I An Act to make further and better provision for enabling persons,"['Mar. I', 'An Act to make further and better provision for enabling persons']",20.0,124.98,325.95,135.23,69,0,2,other
3590,"handicapped by disablement to secure employment, or work on their","['handicapped by disablement to secure employment, or work on their']",66.0,133.55,326.68,143.05,69,1,2,start
3591,"account, and for purposes connected therewith. 7 and 8 Geo. 6,","['account, and for purposes connected therewith.', '7 and 8 Geo. 6,']",66.0,140.56,326.38,151.56,69,1,2,start
3592,"ch. 10. Disabled Persons (Employment) Act, 1944. C.B. 1","['ch. 10.', 'Disabled Persons (Employment) Act, 1944.', 'C.B. 1']",67.0,149.78,327.03,159.4,69,1,2,start
3593,"Mar. 9 Essential Work (Slaughtering Thdustry) Order, 1944. S.R. & 0.","['Mar. 9', 'Essential Work (Slaughtering Thdustry) Order, 1944.', 'S.R. & 0.']",20.0,164.83,327.26,176.05,69,0,2,other
3594,"No. 270, II, pp. 476-477.","['No. 270, II, pp. 476-477.']",67.0,174.36,161.72,183.86,69,1,0,other
3595,"Mar. 14 Wages Board (Industrial and Staff Canteen Undertakings) Order,","['Mar. 14', 'Wages Board (Industrial and Staff Canteen Undertakings) Order,']",21.0,188.18,326.49,198.18,69,0,2,other
3596,"1944. S.R. & 0. No. 266, I, pp. 30-31.","['1944.', 'S.R. & 0. No. 266, I, pp. 30-31.']",67.0,196.51,220.65,206.61,69,1,1,other
3597,"Mar. 14 Coal Mining Undertakings Control Order 1942, General Direction","['Mar. 14', 'Coal Mining Undertakings Control Order 1942, General Direction']",20.0,210.33,327.21,220.23,69,0,2,other
3598,(Employment in Coal Mines) No.,"['(Employment in', 'Coal Mines) No.']",68.0,218.51,204.61,228.61,69,1,1,other
3599,1.,['1.'],213.0,221.73,217.35,227.53,69,-1,1,other
3600,SR. & 0.,['SR. & 0.'],227.0,216.78,270.41,229.18,69,-1,1,other
3601,"No. 280, 11,","['No.', '280,', '11,']",278.0,219.88,327.63,228.03,69,-1,2,other
3602,pp. 337-380.,['pp. 337-380.'],67.0,228.36,111.22,237.06,69,1,0,other
3603,Mar. 21 An Act to make provision for the reinstatement in civil employment,"['Mar. 21', 'An Act to make provision for the reinstatement in civil employment']",21.0,241.28,328.31,250.88,69,0,2,other
3604,"of certain persons who are, or have been, in the service of the","['of certain persons who are, or have been, in the service of the']",67.0,248.63,327.21,259.23,69,1,2,start
3605,Crown or in a civil defence force; and for purposes connected,['Crown or in a civil defence force; and for purposes connected'],67.0,256.9,326.51,267.4,69,1,2,start
3606,"with the matter aforesaid. 7 and 8 Geo. 6, cli. 15. Reinstatement","['with the matter aforesaid.', '7 and 8 Geo. 6,', 'cli.', '15.', 'Reinstatement']",67.0,265.43,327.64,275.36,69,1,2,start
3607,"in Civil Employment Act, 1944. G.B. 2","['in Civil Employment Act, 1944.', 'G.B. 2']",67.0,273.81,328.28,283.51,69,1,2,start
3608,"Mar. 24 O.C. (1) adding Regulation 47 AAC to, and amending Regulation","['Mar. 24', 'O.C. (1) adding Regulation 47 AAC to, and amending Regulation']",21.0,289.96,328.69,299.86,69,0,2,other
3609,"48 AC of, and (2) adding Regulation 47 ADA to, the Defence","['48 AC of, and (2) adding Regulation 47 ADA to,', 'the Defence']",67.0,297.63,328.07,308.23,69,1,2,start
3610,"(General) Regulations, 1939: desertion from fishing boats; wages","['(General) Regulations, 1939: desertion from fishing boats; wages']",68.0,306.26,327.02,316.15,69,1,2,start
3611,of seamen on ships required for war operations. SR. & 0. No. 321,"['of seamen on ships required for war operations.', 'SR. & 0. No. 321']",67.0,314.43,328.12,324.63,69,1,2,start
3612,"and 322, II, pp. 13-17.","['and 322, II, pp. 13-17.']",67.0,322.65,151.96,332.15,69,1,0,other
3613,"Mar. 24 O.C. (1) substituting new regulation for Regulation 25, and (2)","['Mar. 24', 'O.C.', '(1)', 'substituting new regulation for Regulation 25, and (2)']",22.0,336.43,327.85,346.63,69,0,2,other
3614,amending Regulation 30 of the Defence (Agriculture and Fisheries),['amending Regulation 30 of the Defence (Agriculture and Fisheries)'],67.0,344.88,326.68,354.48,69,1,2,start
3615,"Regulations, 1939: minimum rates of wages in Agriculture to be","['Regulations, 1939: minimum rates of wages in Agriculture to be']",68.0,352.7,328.34,362.8,69,1,2,start
3616,fixed by the Scottish Agricultural Wages Board; conditions for,['fixed by the Scottish Agricultural Wages Board; conditions for'],67.0,360.68,328.71,371.08,69,1,2,start
3617,the employment of children in agricultural work. S.R. & 0.,"['the employment of', 'children', 'in', 'agricultural', 'work.', 'S.R. & 0.']",67.0,367.73,327.76,379.93,69,1,2,start
3618,"No. 326 and No. 327, H, pp. 49-51.","['No. 326 and No. 327, H, pp. 49-51.']",68.0,377.06,208.51,386.96,69,1,1,other
3619,"Mar. 31 Personal Injuries (Civilians) Scheme, 1944. S.R. & 0. No. 369, I,","['Mar. 31', 'Personal Injuries (Civilians) Scheme, 1944.', 'S.R. & 0. No. 369, I,']",22.0,390.76,329.55,401.06,69,0,2,other
